           1  0.102375358    
           2  0.106626242    
           3  0.113456964    
           4  0.123509258    
           5  0.137834370    
           6  0.158151507    
           7  0.187350154    
           8  0.230519652    
           9  0.297249317    
          10  0.407352090    
          11  0.607392073    
          12   1.02995181    
          13   2.19577909    
          14   8.30353737    
          15  -48.3339272    
