           1  0.116231680    
           2  0.128455997    
           3  0.141965866    
           4  0.156896353    
           5  0.173397660    
           6  0.191633821    
           7  0.211788177    
           8  0.234062433    
           9  0.258678198    
          10  0.285884380    
          11  0.315950871    
          12  0.349179745    
          13  0.385903120    
          14  0.426488876    
          15  0.471343040    
